height,Collar,Reps,date,time,FCH4_dry,FCO2_dry,SWC_mean,TS_mean
11,20,,06/29/22,11:05:00 AM,0.0772,4.73799,0.38186,21.214
11,20,,06/29/22,11:07:00 AM,0.07433,4.51233,0.3838,21.506
6.88,30,,06/29/22,11:10:00 AM,-0.09062,5.77452,0.38128,21.988
6.88,30,,06/29/22,11:12:00 AM,-0.05776,5.75681,0.3832,22.64
9,57,,06/29/22,11:15:00 AM,-0.13653,4.61075,0.22996,23
9,57,,06/29/22,11:17:00 AM,-0.15854,4.49989,0.37004,23
9.25,88,,06/29/22,11:20:00 AM,-0.34923,5.46462,0.403,23
9.25,88,,06/29/22,11:22:00 AM,-0.3418,5.13996,0.403,22.8
8.38,44,,06/29/22,11:26:00 AM,-0.64114,7.49529,0.25596,22.8
8.38,44,,06/29/22,11:28:00 AM,-0.60031,7.08045,0.35782,22.8
9.38,56,,06/29/22,11:30:00 AM,-0.87119,8.02054,0.3412,22.8
9.38,56,,06/29/22,11:32:00 AM,-0.79562,7.3177,0.342,22.8
8.25,54,,06/29/22,11:35:00 AM,-1.20601,9.05648,0.01888,22.8
8.25,54,,06/29/22,11:37:00 AM,-1.01698,7.46292,0,22.98
9.25,53,,06/29/22,11:40:00 AM,-0.23391,4.81864,0.37704,23.096
9.25,53,,06/29/22,11:43:00 AM,-0.20387,4.39803,0.38032,22.854
10.5,42,,06/29/22,11:46:00 AM,-1.20404,10.99646,0.3393,22.6
10.5,42,,06/29/22,11:48:00 AM,-1.10923,9.92125,0.34474,22.6
10.25,86,,06/29/22,11:51:00 AM,-0.38711,5.0365,0.36184,22.784
10.25,86,,06/29/22,11:53:00 AM,-0.3727,4.70459,0.361,22.724
7.5,55,,06/29/22,11:55:00 AM,-0.21609,4.54355,0.2106,22.945
7.5,55,,06/29/22,11:58:00 AM,-0.22303,4.74455,0.32968,23.442
7.75,43,,06/29/22,12:00:00 PM,-0.54004,7.88756,0.38732,23.548
7.75,43,,06/29/22,12:02:00 PM,-0.51415,7.37105,0.4003,23.64
9.13,58,,06/29/22,12:04:00 PM,-0.14692,5.20974,0.39853,23.802
9.13,58,,06/29/22,12:06:00 PM,-0.11083,4.4261,0.4,24.068
8.25,85,,06/29/22,12:09:00 PM,-1.07745,8.04594,0.33684,24.2
8.25,85,,06/29/22,12:11:00 PM,-1.03304,7.46818,0.34544,24.2
8.75,60,,06/29/22,12:13:00 PM,-0.75868,5.80621,0.2642,24.2
8.75,60,,06/29/22,12:15:00 PM,-0.66116,5.26499,0.266,24.292
8.13,59,,06/29/22,12:18:00 PM,-0.55181,6.51852,0.39744,24.304
8.13,59,,06/29/22,12:20:00 PM,-0.49842,5.7998,0.40062,24.2
8.5,87,,06/29/22,12:23:00 PM,-0.65869,6.4606,0.28384,24.158
8.5,87,,06/29/22,12:25:00 PM,-0.65593,6.33835,0.386,24.14
9.88,41,,06/29/22,12:27:00 PM,0,0,0.3603,24.086
9.88,41,,06/29/22,12:29:00 PM,-0.60177,6.41922,0.36188,23.9
8.25,68,,07/01/22,9:15:00 AM,-0.45942,6.06625,0.32744,27.128
8.25,68,,07/01/22,9:17:00 AM,-0.43998,5.81669,0.329,26.372
8.63,84,,07/01/22,9:20:00 AM,-1.41807,10.12689,0.29564,25.909
8.63,84,,07/01/22,9:22:00 AM,-1.32547,8.85619,0.37355,25.55
8.5,40,,07/01/22,9:25:00 AM,-2.77904,44.27042,0.29756,25.524
8.5,40,,07/01/22,9:27:00 AM,-1.60119,27.58431,0.30181,25.466
9.13,45,,07/01/22,9:29:00 AM,-0.26915,6.23501,0.38159,25.277
9.13,45,,07/01/22,9:31:00 AM,-0.25361,5.20959,0.38454,24.9
8.25,67,,07/01/22,9:34:00 AM,-1.11611,7.74103,0.22662,24.82
8.25,67,,07/01/22,9:36:00 AM,-0.89703,6.1412,0.28816,24.7
9.88,65,,07/01/22,9:39:00 AM,-0.80402,10.28569,0.27105,24.7
9.88,65,,07/01/22,9:41:00 AM,-0.52184,7.13983,0.27532,24.7
9.13,46,,07/01/22,9:44:00 AM,-1.16543,10.83259,0.33726,24.7
9.13,46,,07/01/22,9:46:00 AM,-1.14865,9.9928,0.33274,24.691
8.75,81,,07/01/22,9:48:00 AM,-0.92518,8.32441,0.31701,24.688
8.75,81,,07/01/22,9:50:00 AM,-0.88034,7.80596,0.319,24.4
8.5,39,,07/01/22,9:53:00 AM,-0.60969,8.3042,0.05696,24.4
8.5,39,,07/01/22,9:55:00 AM,-0.58318,7.70603,0.08468,24.622
10.25,47,,07/01/22,9:57:00 AM,-0.53289,11.27417,0.293,24.7
10.25,47,,07/01/22,9:59:00 AM,-0.44459,9.27888,0.29352,24.7
9.25,38,,07/01/22,10:02:00 AM,-0.53715,7.50497,0.32916,24.469
9.25,38,,07/01/22,10:04:00 AM,-0.50721,6.74197,0.34154,24.4
8,83,,07/01/22,10:06:00 AM,-1.15424,8.58922,0.25228,24.517
8,83,,07/01/22,10:08:00 AM,-1.1631,8.18011,0.252,24.7
9.13,48,,07/01/22,10:11:00 AM,-0.38016,5.21349,0.1697,24.7
9.13,48,,07/01/22,10:13:00 AM,-0.32656,5.16575,0.23879,24.81881
8.25,66,,07/01/22,10:16:00 AM,-0.76641,6.0003,0.24751,24.956
8.25,66,,07/01/22,10:18:00 AM,-0.73983,5.85525,0.25083,25.1
8.25,82,,07/01/22,10:21:00 AM,-1.74465,9.83168,0.22765,24.978
8.25,82,,07/01/22,10:23:00 AM,-1.56104,8.37014,0.379,24.9
9,37,,07/01/22,10:25:00 AM,-0.90475,9.88202,0.29504,25.004
9,37,,07/01/22,10:28:00 AM,-0.77775,7.90338,0.29442,25.1
8,51,,07/06/22,9:21:00 AM,2.21052,5.8262,0.454,25.6
8,51,,07/06/22,9:23:00 AM,2.03259,5.63157,0.45699,25.217
9,61,,07/06/22,9:26:00 AM,-0.09712,5.39657,0.34284,25.304
9,61,,07/06/22,9:28:00 AM,-0.13986,4.99177,0.34246,25.4
8.38,31,,07/06/22,9:31:00 AM,-0.54581,15.03047,0.24614,25.4
8.38,31,,07/06/22,9:33:00 AM,-0.41037,10.95013,0.24923,25.391
8.75,3,,07/06/22,9:36:00 AM,-0.42024,12.4648,0.22184,25.1
8.75,3,,07/06/22,9:38:00 AM,-0.31565,9.13575,0.27374,25.1
8.38,70,,07/06/22,9:42:00 AM,0.12548,8.2016,0.38934,24.914
8.38,70,,07/06/22,9:44:00 AM,0.05606,6.3856,0.41996,24.824
9,693,,07/06/22,9:47:00 AM,442.72436,2.28096,0.37903,24.7
9,693,,07/06/22,9:49:00 AM,276.57739,1.77654,0.4636,24.616
8.13,49,,07/06/22,9:52:00 AM,1.66008,1.01165,0.48667,24.4
8.13,49,,07/06/22,9:54:00 AM,1.26513,0.99618,0.48887,24.346
7.63,18,,07/06/22,9:58:00 AM,-0.03612,5.81622,0.37,24.535
7.63,18,,07/06/22,10:00:00 AM,-0.02512,5.53591,0.3685,24.7
6.63,62,,07/06/22,10:03:00 AM,1.3522,5.40757,0.48573,24.7
6.63,62,,07/06/22,10:05:00 AM,0.29728,3.34819,0.487,24.484
5.25,32,,07/06/22,10:08:00 AM,0.27382,4.82932,0.456,24.4
5.25,32,,07/06/22,10:10:00 AM,0.26323,4.71891,0.45688,24.4
7.63,71,,07/06/22,10:14:00 AM,4.31033,9.63142,0.4522,24.52
7.63,71,,07/06/22,10:16:00 AM,3.88577,8.26103,0.45,24.792
8.63,639,,07/06/22,10:19:00 AM,1.91702,5.25612,0.47086,24.768
8.63,639,,07/06/22,10:21:00 AM,2.04065,4.49861,0.473,24.667
8.88,17,,07/06/22,10:24:00 AM,0.9408,3.99121,0.32973,24.346
8.88,17,,07/06/22,10:27:00 AM,0.84015,3.72969,0.37964,24.2
7.38,72,,07/06/22,10:30:00 AM,5.3853,5.88178,0.448,24.2
7.38,72,,07/06/22,10:32:00 AM,4.40208,4.77211,0.45,24.2
8.13,19,,07/06/22,10:36:00 AM,0.53375,5.14624,0.4167,24.2
8.13,19,,07/06/22,10:38:00 AM,0.474,4.26604,0.4185,23.975
8.63,64,,07/06/22,10:42:00 AM,0.00676,4.05265,0.42736,24.08
8.63,64,,07/06/22,10:44:00 AM,-0.02416,3.73618,0.43495,23.9
9.38,2,,07/06/22,10:47:00 AM,0.06598,8.533,0.43686,24.2
9.38,2,,07/06/22,10:49:00 AM,0.12092,7.45727,0.43764,24.2
9,4,,07/06/22,10:53:00 AM,0.00998,9.01057,0.34212,24.515
9,4,,07/06/22,10:55:00 AM,-0.06661,7.15072,0.34856,24.4
6.25,50,,07/06/22,10:58:00 AM,0.5754,0.69626,0.4436,24.7
6.25,50,,07/06/22,11:00:00 AM,0.41556,0.66235,0.444,24.7
8.88,29,,07/06/22,11:04:00 AM,165.84059,0.5654,0.4536,24.72
8.88,29,,07/06/22,11:06:00 AM,1.28214,0.59256,0.50696,24.7
7.63,52,,07/06/22,11:09:00 AM,410.34832,1.2132,0.53512,24.7
7.63,52,,07/06/22,11:11:00 AM,578.66334,1.55068,0.538,24.7
6.88,30,,07/06/22,11:16:00 AM,0.14292,6.41822,0.39606,24.7
6.88,30,,07/06/22,11:18:00 AM,0.15708,6.07686,0.40072,24.7
11,20,,07/06/22,11:21:00 AM,0.09395,5.3015,0.2196,24.7
11,20,,07/06/22,11:23:00 AM,0.08771,5.35455,0.29376,24.7
8.25,68,,07/07/22,3:41:00 PM,-0.04864,3.41571,0.45075,23.7
8.25,68,,07/07/22,3:43:00 PM,-0.06886,3.31628,0.45136,23.644
8.63,84,,07/07/22,3:46:00 PM,-0.69791,10.44729,0.41016,23.7
8.63,84,,07/07/22,3:48:00 PM,-0.67818,9.03321,0.4406,23.7
8.5,40,,07/07/22,3:51:00 PM,-1.87077,50.51272,0.4276,23.7
8.5,40,,07/07/22,3:53:00 PM,0,0,0.4672,23.7
9.13,45,,07/07/22,3:56:00 PM,-0.11664,5.60322,0.3724,23.7
9.13,45,,07/07/22,3:58:00 PM,-0.06564,4.79285,0.39076,23.778
9.13,46,,07/07/22,4:01:00 PM,-0.41878,9.08153,0.4492,23.9
9.13,46,,07/07/22,4:03:00 PM,-0.43588,8.43289,0.442,23.9
8.25,67,,07/07/22,4:06:00 PM,-0.37149,7.46703,0.39359,23.9
8.25,67,,07/07/22,4:08:00 PM,-0.31626,5.93344,0.39404,23.9
9.25,38,,07/07/22,4:11:00 PM,-0.24627,7.80429,0.426,24.11
9.25,38,,07/07/22,4:13:00 PM,0,0,0.42645,24.155
10.25,47,,07/07/22,4:16:00 PM,-0.16783,7.33704,0.433,24.164
10.25,47,,07/07/22,4:18:00 PM,-0.16218,6.48774,0.435,23.9
8.75,81,,07/07/22,4:21:00 PM,-0.30256,6.62661,0.37875,23.945
8.75,81,,07/07/22,4:23:00 PM,-0.28812,5.68392,0.457,23.96
9.88,65,,07/07/22,4:26:00 PM,-0.12785,5.069,0.3808,24.14
9.88,65,,07/07/22,4:29:00 PM,-0.09,4.95068,0.43875,23.9
8.5,39,,07/07/22,4:32:00 PM,-0.31809,7.29857,0.44506,23.9
8.5,39,,07/07/22,4:34:00 PM,0,0,0.45435,23.9
8,83,,07/07/22,4:37:00 PM,-0.53324,6.9682,0.38547,23.9
8,83,,07/07/22,4:39:00 PM,0,0,0.38548,23.9
8.25,82,,07/07/22,4:45:00 PM,-0.70972,9.72494,0.35908,24.2
8.25,82,,07/07/22,4:48:00 PM,-0.74824,8.12198,0.361,24.2
8.25,66,,07/07/22,4:50:00 PM,-0.29573,5.34072,0.36804,24.2
8.25,66,,07/07/22,4:52:00 PM,-0.21176,5.05348,0.36918,24.2
9,37,,07/07/22,4:55:00 PM,-0.46175,7.27177,0.35796,24.2
9,37,,07/07/22,4:57:00 PM,-0.65282,7.75124,0.36549,24.2
9.38,56,,07/07/22,5:00:00 PM,-0.54663,8.71803,0.3836,24.14
9.38,56,,07/07/22,5:03:00 PM,-0.58092,8.68048,0.4484,24.08
8.38,44,,07/07/22,5:05:00 PM,-0.65082,12.40453,0.35356,23.9
8.38,44,,07/07/22,5:07:00 PM,0,0,0.427,23.9
8.25,54,,07/07/22,5:10:00 PM,-0.80923,9.17256,0.4438,23.9
8.25,54,,07/07/22,5:12:00 PM,-0.75961,8.04793,0.43957,23.9
9.25,88,,07/07/22,5:16:00 PM,-0.2869,6.53653,0.447,23.9
9.25,88,,07/07/22,5:18:00 PM,-0.26928,5.80401,0.451,23.9
9,57,,07/07/22,5:21:00 PM,-0.19354,5.16482,0.46894,24.002
9,57,,07/07/22,5:23:00 PM,-0.17192,4.78293,0.472,24.083
10.25,86,,07/07/22,5:26:00 PM,-0.38035,7.65351,0.41779,23.9
10.25,86,,07/07/22,5:28:00 PM,-0.45078,6.47286,0.43594,23.9
7.5,55,,07/07/22,5:31:00 PM,-0.15827,5.00106,0.47601,23.9
7.5,55,,07/07/22,5:33:00 PM,-0.13886,4.65865,0.47988,23.756
7.75,43,,07/07/22,5:36:00 PM,0,0,0.38468,23.862
7.75,43,,07/07/22,5:39:00 PM,-0.51208,9.03719,0.44646,23.846
9.13,58,,07/07/22,5:41:00 PM,-0.12112,7.26966,0.3744,23.872
9.13,58,,07/07/22,5:43:00 PM,-0.11506,5.2038,0.4622,23.7
8.25,85,,07/07/22,5:46:00 PM,-0.80576,4.16699,0.44483,23.7
8.25,85,,07/07/22,5:48:00 PM,0,0,0.446,23.7
8.75,60,,07/07/22,5:53:00 PM,-0.7448,7.88355,0.331,23.7
8.75,60,,07/07/22,5:55:00 PM,-0.5699,6.59146,0.33,23.7
8.13,59,,07/07/22,5:59:00 PM,-0.46627,8.14228,0.41964,23.7
8.13,59,,07/07/22,6:01:00 PM,-0.34927,6.69976,0.45102,23.7
8.5,87,,07/07/22,6:03:00 PM,-0.49718,7.423,0.39452,23.868
8.5,87,,07/07/22,6:05:00 PM,-0.52721,7.01685,0.47243,23.7
9.88,41,,07/07/22,6:08:00 PM,-0.52577,8.33225,0.43492,23.7
9.88,41,,07/07/22,6:10:00 PM,0,0,0.437,23.7
9.25,53,,07/07/22,6:14:00 PM,-0.13916,5.11007,0.505,23.7
9.25,53,,07/07/22,6:16:00 PM,-0.13008,4.46606,0.505,23.7
10.5,42,,07/07/22,6:19:00 PM,-0.74495,12.56344,0.47372,23.7
10.5,42,,07/07/22,6:21:00 PM,-0.55767,11.22065,0.471,23.7
